z6-12551,,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port6,Port7,Port7,Port8,Port8, 
# Records: 3073,,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,Unrecognized Sensor,Battery,Battery,Barometer,Barometer, 
Timestamps,Device RID,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Water Content,raw  Soil Temperature,raw  Saturation Extract EC,raw  Sensor Output,raw  Battery Percent,raw  Battery Voltage,raw  Reference Pressure,raw  Logger Temperature,UTC Offset
2026/03/05 20:00:00,43586,26419,5773,2365,24226,5731,1793,25169,5730,2332,0,2100,8717,9604,6694,UTC+00:00
2026/03/05 21:00:00,43587,26417,5806,2366,24226,5740,1792,25170,5730,2332,0,2100,8732,9594,6842,UTC+00:00
2026/03/05 22:00:00,43588,26412,5837,2367,24228,5753,1792,25169,5730,2332,0,2100,8680,9588,6944,UTC+00:00
2026/03/05 23:00:00,43589,26408,5865,2366,24227,5767,1793,25171,5730,2332,0,2100,8617,9583,6721,UTC+00:00
2026/03/06 00:00:00,43590,26404,5886,2367,24228,5783,1794,25171,5734,2332,0,2100,8581,9579,6482,UTC+00:00
2026/03/06 01:00:00,43591,26401,5900,2369,24229,5797,1797,25171,5740,2333,0,2100,8554,9578,6363,UTC+00:00
2026/03/06 02:00:00,43592,26400,5910,2369,24232,5808,1795,25169,5743,2334,0,2100,8537,9579,6299,UTC+00:00
2026/03/06 03:00:00,43593,26397,5920,2367,24232,5819,1794,25166,5750,2334,0,2100,8522,9570,6307,UTC+00:00
2026/03/06 04:00:00,43594,26422,5928,2368,24233,5830,1794,25164,5758,2334,0,2100,8506,9566,6354,UTC+00:00
2026/03/06 05:00:00,43595,26480,5937,2372,24234,5840,1794,25165,5763,2334,0,2100,8494,9564,6438,UTC+00:00
2026/03/06 06:00:00,43596,26549,5952,2374,24237,5848,1794,25170,5770,2333,0,2100,8478,9551,6526,UTC+00:00
2026/03/06 07:00:00,43598,26593,5967,2379,24237,5857,1794,25174,5775,2333,0,2100,8450,9546,6621,UTC+00:00
2026/03/06 08:00:00,43599,26620,5985,2381,24241,5867,1793,25175,5780,2333,0,2100,8440,9541,6664,UTC+00:00
2026/03/06 09:00:00,43600,26633,6003,2383,24248,5874,1795,25174,5788,2333,0,2100,8426,9539,6633,UTC+00:00
2026/03/06 10:00:00,43601,26638,6015,2387,24256,5885,1795,25174,5792,2333,0,2100,8415,9531,6671,UTC+00:00
2026/03/06 11:00:00,43602,26640,6027,2385,24268,5895,1794,25174,5800,2332,0,2100,8403,9524,6736,UTC+00:00
2026/03/06 12:00:00,43603,26640,6043,2385,24281,5904,1794,25175,5800,2332,0,2100,8396,9523,6784,UTC+00:00
2026/03/06 13:00:00,43604,26639,6050,2386,24293,5913,1794,25176,5810,2331,0,2100,8382,9536,6639,UTC+00:00
2026/03/06 14:00:00,43605,26637,6050,2386,24305,5923,1794,25178,5811,2331,0,2100,8374,9537,6512,UTC+00:00
2026/03/06 15:00:00,43606,26636,6052,2387,24316,5930,1798,25177,5820,2332,0,2100,8379,9536,6714,UTC+00:00
2026/03/06 16:00:00,43607,26633,6061,2387,24325,5938,1795,25177,5825,2334,0,2100,8402,9533,6965,UTC+00:00
2026/03/06 17:00:00,43608,26630,6078,2386,24333,5942,1795,25179,5830,2334,0,2100,8406,9532,7072,UTC+00:00
2026/03/06 18:00:00,43609,26626,6097,2384,24340,5951,1798,25180,5838,2334,0,2100,8389,9538,7061,UTC+00:00
2026/03/06 19:00:00,43610,26621,6116,2386,24347,5960,1795,25181,5840,2334,0,2100,8375,9545,6960,UTC+00:00
2026/03/06 20:00:00,43611,26615,6131,2387,24351,5970,1796,25183,5849,2333,0,2100,8365,9537,6960,UTC+00:00
2026/03/06 21:00:00,43612,26612,6144,2387,24355,5980,1799,25184,5853,2334,0,2100,8361,9533,7043,UTC+00:00
2026/03/06 22:00:00,43613,26610,6157,2384,24358,5990,1798,25186,5860,2334,0,2100,8348,9535,6974,UTC+00:00
2026/03/06 23:00:00,43614,26605,6171,2386,24360,6001,1799,25189,5868,2334,0,2100,8349,9533,6903,UTC+00:00
2026/03/07 00:00:00,43615,26601,6183,2387,24361,6011,1799,25190,5870,2335,0,2100,8352,9529,6944,UTC+00:00
2026/03/07 01:00:00,43616,26596,6196,2388,24363,6021,1800,25192,5880,2335,0,2100,8336,9525,6820,UTC+00:00
2026/03/07 02:00:00,43617,26592,6203,2388,24364,6030,1800,25191,5886,2336,0,2100,8329,9528,6775,UTC+00:00
2026/03/07 03:00:00,43618,26698,6210,2390,24362,6040,1801,25187,5892,2336,0,2100,8311,9555,6034,UTC+00:00
2026/03/07 04:00:00,43619,27165,6198,2411,24445,6049,1804,25190,5900,2337,0,2100,8300,9565,5444,UTC+00:00
2026/03/07 05:00:00,43620,27241,6166,2418,24746,6058,1810,25196,5906,2338,0,2100,8300,9580,5212,UTC+00:00
2026/03/07 06:00:00,43621,27233,6127,2417,24884,6060,1838,25219,5913,2340,0,2100,8296,9587,5095,UTC+00:00
2026/03/07 07:00:00,43623,27217,6087,2417,24928,6060,1853,25272,5920,2345,0,2100,8272,9603,5048,UTC+00:00
2026/03/07 08:00:00,43624,27200,6048,2417,24942,6056,1861,25344,5927,2353,0,2100,8272,9614,4995,UTC+00:00
2026/03/07 09:00:00,43625,27186,6013,2415,24942,6047,1864,25419,5930,2360,0,2100,8271,9609,4977,UTC+00:00
2026/03/07 10:00:00,43626,27181,5980,2415,24938,6036,1865,25485,5930,2365,0,2100,8270,9617,4970,UTC+00:00
2026/03/07 11:00:00,43627,27169,5951,2414,24930,6025,1868,25541,5934,2369,0,2100,8267,9627,4942,UTC+00:00
2026/03/07 12:00:00,43628,27160,5924,2414,24924,6013,1868,25582,5940,2372,0,2100,8266,9637,4907,UTC+00:00
2026/03/07 13:00:00,43629,27153,5900,2412,24917,5999,1869,25615,5933,2374,0,2100,8266,9641,4915,UTC+00:00
2026/03/07 14:00:00,43630,27146,5878,2411,24909,5985,1869,25638,5930,2377,0,2100,8267,9653,4959,UTC+00:00
2026/03/07 15:00:00,43631,27139,5857,2412,24903,5973,1869,25653,5930,2378,0,2100,8316,9651,5149,UTC+00:00
2026/03/07 16:00:00,43632,27132,5839,2409,24898,5959,1869,25666,5930,2378,0,2100,8383,9658,5401,UTC+00:00
2026/03/07 17:00:00,43633,27124,5830,2411,24892,5946,1869,25675,5925,2379,0,2100,8510,9663,5583,UTC+00:00
2026/03/07 18:00:00,43634,27119,5828,2411,24887,5934,1869,25682,5920,2379,0,2100,8646,9673,5924,UTC+00:00
2026/03/07 19:00:00,43635,27109,5834,2410,24883,5928,1869,25686,5918,2380,0,2100,8735,9674,6162,UTC+00:00
2026/03/07 20:00:00,43636,27096,5850,2409,24876,5920,1869,25690,5910,2380,0,2100,8767,9669,6421,UTC+00:00
2026/03/07 21:00:00,43637,27081,5875,2407,24866,5920,1869,25694,5910,2380,0,2100,8775,9665,6583,UTC+00:00
2026/03/07 22:00:00,43638,27062,5903,2407,24856,5926,1868,25695,5903,2381,0,2100,8763,9666,6649,UTC+00:00
2026/03/07 23:00:00,43639,27045,5931,2407,24844,5933,1868,25695,5900,2381,0,2100,8737,9663,6603,UTC+00:00
2026/03/08 00:00:00,43640,27027,5953,2407,24831,5943,1868,25696,5900,2382,0,2100,8678,9657,6421,UTC+00:00
2026/03/08 01:00:00,43641,27009,5965,2409,24818,5954,1868,25695,5900,2382,0,2100,8637,9658,6035,UTC+00:00
2026/03/08 02:00:00,43642,26995,5966,2409,24807,5962,1869,25692,5907,2382,0,2100,8614,9654,5723,UTC+00:00
2026/03/08 03:00:00,43643,26985,5959,2408,24795,5970,1868,25691,5910,2383,0,2100,8601,9652,5567,UTC+00:00
2026/03/08 04:00:00,43644,26979,5946,2407,24785,5970,1869,25688,5910,2383,0,2100,8585,9651,5492,UTC+00:00
2026/03/08 05:00:00,43645,26974,5931,2405,24776,5970,1868,25687,5915,2384,0,2100,8576,9649,5371,UTC+00:00
2026/03/08 06:00:00,43646,26967,5914,2407,24768,5970,1865,25682,5920,2384,0,2100,8567,9644,5345,UTC+00:00
2026/03/08 07:00:00,43648,26964,5892,2404,24760,5967,1866,25678,5920,2384,0,2100,8538,9638,5330,UTC+00:00
2026/03/08 08:00:00,43649,26961,5870,2405,24753,5960,1865,25675,5920,2384,0,2100,8533,9633,5281,UTC+00:00
2026/03/08 09:00:00,43650,26956,5846,2405,24747,5950,1864,25672,5920,2383,0,2100,8534,9627,5330,UTC+00:00
2026/03/08 10:00:00,43651,26953,5825,2404,24741,5939,1863,25667,5920,2384,0,2100,8527,9624,5400,UTC+00:00
2026/03/08 11:00:00,43652,26950,5807,2404,24735,5929,1861,25665,5919,2383,0,2100,8521,9622,5399,UTC+00:00
2026/03/08 12:00:00,43653,26947,5795,2403,24730,5917,1861,25662,5910,2382,0,2100,8515,9623,5416,UTC+00:00
2026/03/08 13:00:00,43654,26944,5781,2400,24725,5905,1861,25658,5910,2382,0,2100,8508,9621,5427,UTC+00:00
2026/03/08 14:00:00,43655,26937,5767,2400,24720,5894,1859,25655,5905,2381,0,2100,8506,9620,5546,UTC+00:00
2026/03/08 15:00:00,43656,26936,5757,2399,24715,5882,1857,25650,5900,2380,0,2100,8537,9624,5813,UTC+00:00
2026/03/08 16:00:00,43657,26933,5750,2398,24712,5871,1857,25646,5897,2380,0,2100,8564,9625,6243,UTC+00:00
2026/03/08 17:00:00,43658,26927,5761,2397,24708,5863,1856,25643,5890,2380,0,2100,8655,9618,6591,UTC+00:00
2026/03/08 18:00:00,43659,26918,5778,2397,24703,5856,1857,25639,5885,2380,0,2100,8703,9611,6942,UTC+00:00
2026/03/08 19:00:00,43660,26906,5805,2396,24699,5850,1855,25634,5880,2379,0,2100,8712,9605,7175,UTC+00:00
2026/03/08 20:00:00,43661,26891,5839,2395,24694,5854,1852,25632,5876,2378,0,2100,8702,9594,7342,UTC+00:00
2026/03/08 21:00:00,43662,26877,5876,2397,24689,5862,1852,25628,5870,2378,0,2100,8691,9586,7374,UTC+00:00
2026/03/08 22:00:00,43663,26860,5912,2396,24684,5872,1851,25623,5870,2377,0,2100,8673,9579,7327,UTC+00:00
2026/03/08 23:00:00,43664,26845,5941,2396,24676,5885,1851,25620,5870,2376,0,2100,8649,9575,7199,UTC+00:00
2026/03/09 00:00:00,43665,26831,5963,2396,24668,5898,1851,25616,5870,2377,0,2100,8596,9572,6974,UTC+00:00
2026/03/09 01:00:00,43666,26819,5976,2393,24661,5912,1852,25614,5870,2376,0,2100,8557,9569,6687,UTC+00:00
2026/03/09 02:00:00,43667,26807,5980,2392,24653,5923,1851,25610,5872,2376,0,2100,8535,9566,6415,UTC+00:00
2026/03/09 03:00:00,43668,26798,5980,2392,24646,5930,1851,25606,5880,2374,0,2100,8516,9565,6325,UTC+00:00
2026/03/09 04:00:00,43669,26788,5975,2393,24638,5939,1851,25602,5880,2375,0,2100,8503,9565,6292,UTC+00:00
2026/03/09 05:00:00,43670,26780,5969,2395,24632,5940,1851,25596,5886,2375,0,2100,8488,9562,6307,UTC+00:00
2026/03/09 06:00:00,43672,26773,5960,2395,24625,5940,1851,25592,5890,2376,0,2100,8460,9559,6342,UTC+00:00
2026/03/09 07:00:00,43673,26768,5953,2394,24620,5940,1851,25588,5890,2376,0,2100,8454,9554,6323,UTC+00:00
2026/03/09 08:00:00,43674,26761,5946,2393,24614,5940,1851,25584,5893,2375,0,2100,8444,9550,6308,UTC+00:00
2026/03/09 09:00:00,43675,26755,5940,2393,24608,5940,1847,25581,5900,2375,0,2100,8437,9543,6253,UTC+00:00
2026/03/09 10:00:00,43676,26750,5931,2393,24603,5940,1847,25578,5900,2374,0,2100,8428,9535,6137,UTC+00:00
2026/03/09 11:00:00,43677,26744,5926,2392,24598,5940,1846,25574,5900,2375,0,2100,8420,9534,6067,UTC+00:00
2026/03/09 12:00:00,43678,26736,5919,2392,24594,5938,1845,25569,5900,2374,0,2100,8414,9537,5990,UTC+00:00
2026/03/09 13:00:00,43679,26731,5910,2393,24589,5930,1845,25566,5900,2374,0,2100,8407,9541,5902,UTC+00:00
2026/03/09 14:00:00,43680,26726,5901,2391,24585,5930,1845,25561,5900,2373,0,2100,8401,9545,6025,UTC+00:00
2026/03/09 15:00:00,43681,26722,5900,2389,24580,5930,1844,25558,5900,2373,0,2100,8430,9546,6318,UTC+00:00
2026/03/09 16:00:00,43682,26719,5901,2389,24576,5920,1845,25555,5900,2373,0,2100,8463,9550,6654,UTC+00:00
2026/03/09 17:00:00,43683,26711,5914,2389,24570,5920,1845,25551,5900,2372,0,2100,8552,9547,6971,UTC+00:00
2026/03/09 18:00:00,43684,26705,5935,2391,24567,5920,1845,25547,5900,2372,0,2100,8607,9547,7393,UTC+00:00
2026/03/09 19:00:00,43685,26697,5967,2389,24563,5922,1844,25545,5900,2372,0,2100,8620,9543,7695,UTC+00:00
2026/03/09 20:00:00,43686,26688,6008,2389,24558,5931,1843,25543,5900,2372,0,2100,8601,9535,7898,UTC+00:00
2026/03/09 21:00:00,43687,26675,6052,2388,24554,5944,1843,25538,5900,2372,0,2100,8578,9535,8030,UTC+00:00
2026/03/09 22:00:00,43688,26664,6092,2389,24549,5961,1844,25534,5900,2372,0,2100,8548,9535,8066,UTC+00:00
2026/03/09 23:00:00,43689,26652,6127,2390,24543,5980,1845,25529,5900,2372,0,2100,8516,9537,7968,UTC+00:00
2026/03/10 00:00:00,43690,26640,6156,2389,24537,6000,1845,25526,5908,2373,0,2100,8463,9540,7696,UTC+00:00
2026/03/10 01:00:00,43691,26629,6175,2389,24531,6019,1845,25522,5912,2372,0,2100,8425,9546,7241,UTC+00:00
2026/03/10 02:00:00,43692,26619,6180,2390,24525,6036,1845,25518,5920,2371,0,2100,8404,9552,6906,UTC+00:00
2026/03/10 03:00:00,43693,26610,6180,2391,24520,6050,1845,25514,5929,2371,0,2100,8393,9556,6761,UTC+00:00
2026/03/10 04:00:00,43694,26604,6172,2390,24513,6060,1845,25511,5935,2372,0,2100,8380,9559,6657,UTC+00:00
2026/03/10 05:00:00,43695,26599,6165,2390,24509,6069,1845,25506,5942,2371,0,2100,8370,9558,6585,UTC+00:00
2026/03/10 06:00:00,43697,26593,6154,2389,24505,6070,1845,25504,5950,2371,0,2100,8346,9557,6494,UTC+00:00
2026/03/10 07:00:00,43698,26588,6144,2390,24499,6076,1845,25500,5958,2374,0,2100,8339,9554,6469,UTC+00:00
2026/03/10 08:00:00,43699,26581,6132,2391,24495,6080,1845,25498,5960,2374,0,2100,8336,9548,6409,UTC+00:00
2026/03/10 09:00:00,43700,26577,6123,2391,24492,6078,1845,25494,5968,2375,0,2100,8330,9541,6468,UTC+00:00
2026/03/10 10:00:00,43701,26573,6117,2390,24489,6070,1845,25492,5970,2375,0,2100,8323,9533,6468,UTC+00:00
2026/03/10 11:00:00,43702,26569,6110,2389,24486,6070,1845,25488,5972,2374,0,2100,8320,9530,6386,UTC+00:00
2026/03/10 12:00:00,43703,26565,6110,2388,24482,6070,1844,25485,5980,2374,0,2100,8312,9528,6350,UTC+00:00
2026/03/10 13:00:00,43704,26561,6110,2387,24478,6070,1843,25484,5980,2373,0,2100,8308,9526,6405,UTC+00:00
2026/03/10 14:00:00,43705,26558,6110,2387,24474,6070,1842,25481,5980,2373,0,2100,8303,9528,6531,UTC+00:00
2026/03/10 15:00:00,43706,26554,6113,2386,24471,6070,1842,25479,5980,2373,0,2100,8327,9538,6798,UTC+00:00
2026/03/10 16:00:00,43707,26550,6121,2386,24468,6070,1842,25476,5980,2373,0,2100,8362,9537,6996,UTC+00:00
2026/03/10 17:00:00,43708,26546,6130,2386,24465,6070,1842,25472,5980,2373,0,2100,8456,9537,7183,UTC+00:00
2026/03/10 18:00:00,43709,26538,6143,2387,24462,6070,1841,25467,5982,2373,0,2100,8535,9534,7509,UTC+00:00
2026/03/10 19:00:00,43710,26530,6164,2387,24458,6072,1840,25465,5990,2372,0,2100,8567,9532,7714,UTC+00:00
2026/03/10 20:00:00,43711,26521,6191,2385,24454,6080,1842,25462,5990,2371,0,2100,8587,9531,7659,UTC+00:00
2026/03/10 21:00:00,43712,26514,6218,2386,24450,6090,1842,25458,5990,2372,0,2100,8598,9530,7650,UTC+00:00
2026/03/10 22:00:00,43713,26506,6239,2388,24447,6101,1844,25456,5991,2371,0,2100,8602,9533,7487,UTC+00:00
2026/03/10 23:00:00,43714,26498,6259,2388,24442,6115,1844,25454,6000,2372,0,2100,8589,9533,7319,UTC+00:00
2026/03/11 00:00:00,43715,26490,6275,2390,24439,6129,1842,25449,6003,2372,0,2100,8539,9534,7052,UTC+00:00
2026/03/11 01:00:00,43716,26481,6280,2391,24434,6143,1843,25447,6010,2372,0,2100,8503,9538,6689,UTC+00:00
2026/03/11 02:00:00,43717,26474,6278,2391,24430,6153,1842,25444,6016,2372,0,2100,8484,9545,6477,UTC+00:00
2026/03/11 03:00:00,43718,26469,6267,2391,24427,6162,1843,25441,6022,2373,0,2100,8471,9536,6413,UTC+00:00
2026/03/11 04:00:00,43719,26461,6257,2390,24425,6170,1843,25438,6030,2372,0,2100,8454,9546,6343,UTC+00:00
2026/03/11 05:00:00,43720,26457,6245,2389,24420,6170,1844,25436,6036,2373,0,2100,8441,9546,6255,UTC+00:00
2026/03/11 06:00:00,43722,26454,6231,2388,24418,6170,1844,25431,6040,2373,0,2100,8412,9556,6101,UTC+00:00
2026/03/11 07:00:00,43723,26452,6215,2388,24414,6170,1844,25428,6048,2374,0,2100,8406,9565,5857,UTC+00:00
2026/03/11 08:00:00,43724,26447,6197,2389,24411,6170,1844,25426,6050,2372,0,2100,8396,9571,5571,UTC+00:00
2026/03/11 09:00:00,43725,26443,6175,2389,24408,6165,1844,25424,6050,2372,0,2100,8393,9573,5399,UTC+00:00
2026/03/11 10:00:00,43726,26439,6150,2387,24406,6160,1843,25420,6060,2372,0,2100,8388,9587,5366,UTC+00:00
2026/03/11 11:00:00,43727,26438,6128,2388,24403,6150,1845,25418,6060,2370,0,2100,8387,9605,5374,UTC+00:00
2026/03/11 12:00:00,43728,26438,6105,2387,24401,6143,1844,25417,6060,2372,0,2100,8384,9613,5374,UTC+00:00
2026/03/11 13:00:00,43729,26436,6085,2386,24399,6132,1844,25413,6060,2372,0,2100,8376,9625,5347,UTC+00:00
2026/03/11 14:00:00,43730,26437,6067,2387,24401,6123,1844,25406,6060,2373,0,2100,8374,9638,5227,UTC+00:00
2026/03/11 15:00:00,43731,26437,6049,2385,24398,6112,1845,25406,6057,2373,0,2100,8369,9663,5162,UTC+00:00
2026/03/11 16:00:00,43732,26433,6029,2385,24395,6102,1845,25407,6050,2373,0,2100,8383,9685,5172,UTC+00:00
2026/03/11 17:00:00,43733,26429,6010,2386,24392,6091,1845,25407,6050,2373,0,2100,8449,9699,5329,UTC+00:00
2026/03/11 18:00:00,43734,26428,5994,2385,24389,6082,1845,25402,6050,2373,0,2100,8589,9709,5562,UTC+00:00
2026/03/11 19:00:00,43735,26426,5983,2384,24388,6072,1844,25400,6040,2372,0,2100,8703,9719,5840,UTC+00:00
2026/03/11 20:00:00,43736,26422,5980,2384,24387,6061,1842,25396,6040,2370,0,2100,8788,9722,6054,UTC+00:00
2026/03/11 21:00:00,43737,26417,5990,2384,24385,6057,1844,25394,6034,2371,0,2100,8823,9728,6136,UTC+00:00
2026/03/11 22:00:00,43738,26413,5996,2385,24383,6050,1844,25393,6030,2369,0,2100,8826,9733,6158,UTC+00:00
2026/03/11 23:00:00,43739,26409,6000,2385,24381,6050,1844,25390,6030,2370,0,2100,8804,9736,6135,UTC+00:00
2026/03/12 00:00:00,43740,26404,6009,2384,24378,6050,1844,25387,6027,2371,0,2100,8744,9741,5966,UTC+00:00
2026/03/12 01:00:00,43741,26400,6008,2384,24375,6058,1844,25384,6020,2372,0,2100,8699,9747,5663,UTC+00:00
2026/03/12 02:00:00,43742,26398,6000,2384,24374,6060,1844,25382,6020,2371,0,2100,8675,9753,5323,UTC+00:00
2026/03/12 03:00:00,43743,26395,5989,2383,24372,6060,1844,25379,6020,2371,0,2100,8660,9754,5235,UTC+00:00
2026/03/12 04:00:00,43744,26393,5975,2384,24369,6053,1843,25377,6020,2372,0,2100,8649,9756,5121,UTC+00:00
2026/03/12 05:00:00,43745,26392,5957,2385,24367,6050,1840,25376,6020,2372,0,2100,8640,9757,5099,UTC+00:00
2026/03/12 06:00:00,43747,26391,5937,2382,24366,6043,1841,25373,6020,2372,0,2100,8600,9756,5007,UTC+00:00
2026/03/12 07:00:00,43748,26390,5917,2381,24364,6035,1840,25371,6020,2371,0,2100,8598,9752,4954,UTC+00:00
2026/03/12 08:00:00,43749,26390,5893,2380,24364,6026,1839,25368,6019,2371,0,2100,8592,9746,4916,UTC+00:00
2026/03/12 09:00:00,43750,26389,5870,2377,24362,6014,1839,25369,6010,2371,0,2100,8588,9737,4895,UTC+00:00
2026/03/12 10:00:00,43751,26389,5847,2378,24361,6003,1839,25365,6010,2370,0,2100,8582,9728,4881,UTC+00:00
2026/03/12 11:00:00,43752,26387,5823,2377,24361,5988,1838,25366,6007,2370,0,2100,8576,9731,4904,UTC+00:00
2026/03/12 12:00:00,43753,26387,5805,2375,24360,5976,1837,25363,6000,2369,0,2100,8575,9728,4909,UTC+00:00
2026/03/12 13:00:00,43754,26386,5789,2375,24360,5963,1836,25363,5995,2368,0,2100,8570,9722,4993,UTC+00:00
2026/03/12 14:00:00,43755,26385,5771,2373,24359,5948,1833,25362,5990,2368,0,2100,8568,9716,5204,UTC+00:00
2026/03/12 15:00:00,43756,26383,5756,2371,24359,5934,1832,25361,5981,2368,0,2100,8607,9708,5571,UTC+00:00
2026/03/12 16:00:00,43757,26380,5750,2372,24360,5923,1832,25359,5977,2367,0,2100,8641,9702,5941,UTC+00:00
2026/03/12 17:00:00,43758,26377,5756,2370,24359,5909,1832,25358,5970,2366,0,2100,8730,9690,6242,UTC+00:00
2026/03/12 18:00:00,43759,26371,5772,2368,24358,5900,1828,25357,5961,2363,0,2100,8777,9672,6533,UTC+00:00
2026/03/12 19:00:00,43760,26365,5794,2367,24358,5893,1826,25356,5956,2362,0,2100,8794,9647,6676,UTC+00:00
2026/03/12 20:00:00,43761,26360,5817,2366,24356,5890,1825,25355,5950,2362,0,2100,8788,9620,6782,UTC+00:00
2026/03/12 21:00:00,43762,26352,5843,2368,24354,5894,1823,25357,5941,2362,0,2100,8776,9600,6883,UTC+00:00
2026/03/12 22:00:00,43763,26345,5868,2369,24352,5900,1819,25356,5940,2360,0,2100,8742,9586,6876,UTC+00:00
2026/03/12 23:00:00,43764,26337,5889,2367,24349,5906,1818,25354,5933,2359,0,2100,8690,9576,6791,UTC+00:00
2026/03/13 00:00:00,43765,26332,5904,2365,24347,5913,1818,25354,5930,2357,0,2100,8641,9566,6658,UTC+00:00
2026/03/13 01:00:00,43766,26327,5913,2366,24345,5920,1819,25353,5930,2356,0,2100,8603,9559,6533,UTC+00:00
2026/03/13 02:00:00,43767,26322,5920,2366,24343,5929,1819,25351,5930,2356,0,2100,8577,9547,6420,UTC+00:00
2026/03/13 03:00:00,43768,26318,5920,2366,24341,5930,1817,25351,5930,2355,0,2100,8554,9541,6366,UTC+00:00
2026/03/13 04:00:00,43769,26313,5920,2367,24339,5937,1817,25349,5930,2353,0,2100,8535,9539,6354,UTC+00:00
2026/03/13 05:00:00,43770,26310,5915,2365,24338,5940,1817,25348,5930,2351,0,2100,8521,9543,6358,UTC+00:00
2026/03/13 06:00:00,43772,26307,5910,2365,24336,5940,1819,25347,5930,2351,0,2100,8492,9545,6331,UTC+00:00
2026/03/13 07:00:00,43773,26304,5910,2365,24334,5940,1819,25345,5930,2348,0,2100,8485,9580,6248,UTC+00:00
2026/03/13 08:00:00,43774,26301,5905,2364,24332,5940,1820,25343,5930,2349,0,2100,8472,9592,6115,UTC+00:00
2026/03/13 09:00:00,43775,26299,5900,2365,24331,5940,1820,25342,5930,2348,0,2100,8462,9599,6058,UTC+00:00
2026/03/13 10:00:00,43776,26296,5899,2366,24330,5940,1820,25341,5930,2348,0,2100,8456,9602,5991,UTC+00:00
2026/03/13 11:00:00,43777,26292,5890,2367,24329,5940,1820,25339,5930,2349,0,2100,8447,9610,5880,UTC+00:00
2026/03/13 12:00:00,43778,26290,5884,2368,24327,5937,1820,25338,5930,2348,0,2100,8437,9622,5725,UTC+00:00
2026/03/13 13:00:00,43779,26287,5874,2368,24325,5930,1820,25337,5930,2349,0,2100,8431,9631,5617,UTC+00:00
2026/03/13 14:00:00,43780,26284,5866,2368,24324,5930,1821,25334,5930,2349,0,2100,8430,9645,5585,UTC+00:00
2026/03/13 15:00:00,43781,26281,5860,2368,24323,5929,1821,25333,5930,2349,0,2100,8464,9656,5753,UTC+00:00
2026/03/13 16:00:00,43782,26278,5853,2368,24322,5920,1821,25332,5930,2349,0,2100,8513,9663,5924,UTC+00:00
2026/03/13 17:00:00,43783,26273,5861,2367,24320,5920,1820,25330,5930,2348,0,2100,8616,9660,6049,UTC+00:00
2026/03/13 18:00:00,43784,26267,5873,2367,24319,5920,1820,25328,5930,2349,0,2100,8710,9661,6288,UTC+00:00
2026/03/13 19:00:00,43785,26260,5893,2367,24317,5920,1821,25327,5930,2349,0,2100,8745,9657,6523,UTC+00:00
2026/03/13 20:00:00,43786,26252,5920,2365,24315,5920,1822,25324,5923,2349,0,2100,8761,9652,6751,UTC+00:00
2026/03/13 21:00:00,43787,26245,5946,2366,24312,5929,1820,25322,5920,2349,0,2100,8742,9642,6900,UTC+00:00
2026/03/13 22:00:00,43788,26237,5972,2367,24309,5938,1821,25321,5920,2349,0,2100,8719,9636,6946,UTC+00:00
2026/03/13 23:00:00,43789,26231,5996,2368,24306,5954,1822,25321,5926,2350,0,2100,8680,9634,6846,UTC+00:00
2026/03/14 00:00:00,43790,26225,6013,2370,24303,5967,1821,25318,5930,2350,0,2100,8631,9634,6554,UTC+00:00
2026/03/14 01:00:00,43791,26219,6020,2370,24301,5981,1821,25316,5930,2350,0,2100,8598,9637,6114,UTC+00:00
2026/03/14 02:00:00,43792,26214,6020,2371,24299,5993,1822,25314,5935,2350,0,2100,8580,9638,5806,UTC+00:00
2026/03/14 03:00:00,43793,26211,6009,2371,24297,6000,1823,25312,5940,2349,0,2100,8570,9630,5692,UTC+00:00
2026/03/14 04:00:00,43794,26209,5995,2371,24295,6009,1824,25311,5946,2349,0,2100,8554,9628,5659,UTC+00:00
2026/03/14 05:00:00,43795,26208,5980,2371,24294,6010,1825,25309,5950,2349,0,2100,8547,9629,5516,UTC+00:00
2026/03/14 06:00:00,43797,26206,5965,2369,24292,6010,1825,25307,5955,2350,0,2100,8519,9626,5471,UTC+00:00
2026/03/14 07:00:00,43798,26205,5950,2368,24291,6006,1824,25304,5960,2351,0,2100,8514,9634,5438,UTC+00:00
2026/03/14 08:00:00,43799,26204,5935,2367,24290,6000,1825,25304,5960,2350,0,2100,8507,9625,5383,UTC+00:00
2026/03/14 09:00:00,43800,26202,5921,2368,24288,5995,1825,25302,5960,2351,0,2100,8505,9617,5382,UTC+00:00
2026/03/14 10:00:00,43801,26201,5903,2368,24287,5989,1825,25300,5960,2352,0,2100,8499,9610,5328,UTC+00:00
2026/03/14 11:00:00,43802,26201,5883,2367,24287,5980,1825,25299,5960,2352,0,2100,8495,9604,5343,UTC+00:00
