z6-12558,Port1,Port1,Port1,Port2,Port2,Port2,Port3,Port3,Port3,Port4,Port4,Port4,Port4,Port5,Port5,Port7,Port7,Port8,Port8
2021/07/04 05:00:00,0.168,27.5,0.459,0.145,26.8,,0.358,23.8,2.45,23.9,1.986,96.74,0.98,0.0,0.0,100,8298,96.67,23.4
2021/07/04 06:00:00,0.168,26.9,0.46,0.145,26.6,,0.358,23.9,2.455,23.4,2.011,96.74,0.86,0.0,0.0,100,8282,96.67,23.0
2021/07/04 07:00:00,0.168,26.4,0.459,0.145,26.4,,0.358,23.9,2.454,23.0,2.021,96.72,0.78,0.0,0.0,100,8274,96.65,22.5
2021/07/04 08:00:00,0.168,25.9,0.458,0.145,26.1,,0.358,24.0,2.454,22.4,1.993,96.7,0.72,0.0,0.0,100,8267,96.64,22.0
2021/07/04 09:00:00,0.168,25.5,0.457,0.145,25.9,,0.358,24.0,2.459,21.4,1.996,96.67,0.56,0.0,0.0,100,8263,96.6,21.1
2021/07/04 10:00:00,0.168,25.2,0.456,0.145,25.7,,0.358,24.0,2.46,20.8,1.969,96.69,0.49,0.0,0.0,100,8259,96.61,20.4
2021/07/04 11:00:00,0.168,24.8,0.457,0.145,25.4,,0.358,24.0,2.454,20.4,1.946,96.7,0.45,0.0,0.0,100,8253,96.63,19.9
2021/07/04 12:00:00,0.168,24.5,0.456,0.145,25.2,,0.358,24.0,2.448,20.6,1.932,96.7,0.49,0.0,0.0,100,8247,96.63,19.8
2021/07/04 13:00:00,0.168,24.2,0.457,0.145,25.0,,0.358,24.0,2.443,21.6,1.971,96.72,0.61,0.0,0.0,100,8248,96.64,21.5
2021/07/04 14:00:00,0.168,24.0,0.457,0.145,24.8,,0.358,24.0,2.444,23.9,2.057,96.75,0.91,0.0,0.0,100,8246,96.67,24.9
2021/07/04 15:00:00,0.167,24.0,0.459,0.145,24.6,,0.358,24.0,2.445,26.3,2.002,96.75,1.41,0.0,0.0,100,8248,96.68,28.0
2021/07/04 16:00:00,0.166,24.3,0.457,0.144,24.5,,0.358,23.9,2.441,27.9,1.829,96.72,1.93,0.0,0.0,100,8263,96.64,30.0
2021/07/04 17:00:00,0.165,25.0,0.456,0.144,24.5,,0.358,23.9,2.443,29.1,1.886,96.71,2.15,0.0,0.0,100,8295,96.63,31.2
2021/07/04 18:00:00,0.164,26.0,0.454,0.144,24.6,,0.357,23.9,2.44,29.6,1.911,96.68,2.23,0.0,0.0,100,8339,96.6,31.5
2021/07/04 19:00:00,0.163,27.0,0.452,0.144,24.8,,0.357,23.8,2.438,30.4,1.915,96.66,2.43,0.0,0.0,100,8384,96.59,32.5
2021/07/04 20:00:00,0.162,28.2,0.452,0.144,25.1,,0.357,23.8,2.435,31.0,1.937,96.64,2.57,0.0,0.0,100,8418,96.57,33.6
2021/07/04 21:00:00,0.161,29.4,0.452,0.144,25.6,,0.356,23.8,2.438,31.2,1.937,96.63,2.61,0.0,0.0,100,8422,96.55,34.2
2021/07/04 22:00:00,0.16,30.2,0.453,0.144,26.1,,0.356,23.8,2.442,30.9,1.913,96.61,2.56,0.0,0.0,100,8428,96.54,33.7
2021/07/04 23:00:00,0.159,30.7,0.455,0.144,26.6,,0.355,23.8,2.445,30.6,1.897,96.56,2.5,0.0,0.0,100,8420,96.49,33.3
2021/07/05 00:00:00,0.158,30.7,0.456,0.143,27.0,,0.355,23.8,2.443,30.2,1.91,96.54,2.38,0.0,0.0,100,8403,96.47,32.5
2021/07/05 01:00:00,0.158,30.3,0.458,0.143,27.3,,0.354,23.8,2.445,29.1,1.949,96.56,2.07,0.0,0.0,100,8380,96.48,30.8
2021/07/05 02:00:00,0.157,29.7,0.46,0.143,27.5,,0.354,23.9,2.452,26.5,1.906,96.56,1.55,0.0,0.0,100,8349,96.5,27.6
2021/07/05 03:00:00,0.157,29.1,0.461,0.143,27.5,,0.354,24.0,2.458,24.8,1.879,96.58,1.24,0.0,0.0,100,8333,96.52,24.6
2021/07/05 04:00:00,0.157,28.4,0.46,0.143,27.4,,0.354,24.0,2.458,24.1,1.932,96.64,1.07,0.0,0.0,100,8323,96.58,23.5
2021/07/05 05:00:00,0.157,27.7,0.458,0.143,27.2,,0.354,24.1,2.457,23.1,1.953,96.68,0.88,0.0,0.0,100,8314,96.61,22.7
2021/07/05 06:00:00,0.157,27.2,0.46,0.143,26.9,,0.354,24.1,2.468,22.8,1.923,96.69,0.85,0.0,0.0,100,8294,96.62,22.3
2021/07/05 07:00:00,0.157,26.6,0.46,0.143,26.7,,0.354,24.2,2.474,22.4,1.921,96.69,0.79,0.0,0.0,100,8287,96.63,22.0
2021/07/05 08:00:00,0.157,26.2,0.46,0.143,26.4,,0.354,24.2,2.473,21.6,1.932,96.68,0.65,0.0,0.0,100,8279,96.61,21.4
2021/07/05 09:00:00,0.157,25.8,0.461,0.143,26.2,,0.353,24.3,2.473,20.9,1.937,96.64,0.53,0.0,0.0,100,8275,96.57,20.4
2021/07/05 10:00:00,0.157,25.4,0.459,0.143,26.0,,0.353,24.3,2.473,20.9,1.945,96.63,0.52,0.0,0.0,100,8269,96.56,20.3
2021/07/05 11:00:00,0.157,25.0,0.457,0.143,25.7,,0.353,24.3,2.462,20.4,1.955,96.68,0.45,0.0,0.0,100,8264,96.61,20.0
2021/07/05 12:00:00,0.157,24.7,0.457,0.142,25.5,,0.353,24.3,2.463,20.5,1.964,96.74,0.45,0.0,0.0,100,8262,96.68,20.0
2021/07/05 13:00:00,0.157,24.5,0.457,0.142,25.3,,0.353,24.3,2.464,21.8,2.022,96.81,0.6,0.0,0.0,100,8257,96.73,21.7
2021/07/05 14:00:00,0.157,24.3,0.458,0.142,25.1,,0.353,24.2,2.464,24.0,2.136,96.85,0.86,0.0,0.0,100,8260,96.78,24.9
2021/07/05 15:00:00,0.157,24.3,0.459,0.142,24.9,,0.353,24.2,2.466,26.4,2.104,96.86,1.34,0.0,0.0,100,8262,96.79,28.2
2021/07/05 16:00:00,0.156,24.6,0.456,0.142,24.8,,0.353,24.2,2.467,28.1,1.895,96.86,1.9,0.0,0.0,100,8270,96.78,29.9
2021/07/05 17:00:00,0.155,25.3,0.453,0.142,24.8,,0.353,24.1,2.464,29.2,1.815,96.87,2.23,0.0,0.0,100,8307,96.79,31.3
2021/07/05 18:00:00,0.155,26.3,0.453,0.142,24.9,,0.352,24.1,2.461,30.0,1.822,96.85,2.42,0.0,0.0,100,8353,96.77,32.3
2021/07/05 19:00:00,0.154,27.5,0.453,0.142,25.1,,0.352,24.1,2.458,30.8,1.869,96.84,2.57,0.0,0.0,100,8395,96.77,33.3
2021/07/05 20:00:00,0.153,28.8,0.452,0.142,25.5,,0.351,24.0,2.463,31.5,1.86,96.8,2.76,0.0,0.0,100,8421,96.73,34.1
2021/07/05 21:00:00,0.153,30.0,0.449,0.142,26.0,,0.351,24.0,2.466,31.9,1.865,96.78,2.86,0.0,0.0,100,8429,96.7,35.0
2021/07/05 22:00:00,0.152,30.9,0.451,0.141,26.5,,0.35,24.0,2.464,31.9,1.848,96.74,2.87,0.0,0.0,100,8430,96.66,35.2
2021/07/05 23:00:00,0.151,31.5,0.451,0.141,27.0,,0.35,24.0,2.468,31.5,1.905,96.67,2.72,0.0,0.0,100,8416,96.6,34.7
2021/07/06 00:00:00,0.15,31.6,0.453,0.141,27.5,,0.35,24.0,2.469,30.9,1.878,96.64,2.58,0.0,0.0,100,8399,96.57,33.3
2021/07/06 01:00:00,0.15,31.2,0.453,0.141,27.8,,0.349,24.1,2.471,29.6,1.936,96.66,2.22,0.0,0.0,100,8371,96.59,31.3
2021/07/06 02:00:00,0.15,30.5,,0.141,28.0,,0.349,24.1,2.478,26.8,1.975,96.7,1.55,0.0,0.0,100,8341,96.63,27.8
2021/07/06 03:00:00,0.15,29.8,,0.141,28.0,,0.349,24.2,2.484,25.5,1.947,96.76,1.31,0.0,0.0,100,8327,96.7,25.3
2021/07/06 04:00:00,0.149,29.1,,0.141,27.9,,0.349,24.3,2.483,25.0,1.884,96.81,1.27,0.0,0.0,100,8317,96.76,24.4
2021/07/06 05:00:00,0.149,28.4,,0.14,27.7,,0.349,24.4,2.482,24.5,1.908,96.86,1.16,0.0,0.0,100,8304,96.79,23.9
2021/07/06 06:00:00,0.149,27.8,,0.14,27.5,,0.349,24.4,2.492,23.5,1.909,96.87,0.98,0.0,0.0,100,8294,96.8,23.1
2021/07/06 07:00:00,0.149,27.3,,0.14,27.2,,0.349,24.5,2.492,22.3,1.921,96.86,0.77,0.0,0.0,100,8284,96.78,22.0
2021/07/06 08:00:00,0.149,26.8,,0.14,27.0,,0.349,24.5,2.492,22.0,1.921,96.86,0.71,0.0,0.0,100,8281,96.79,21.4
2021/07/06 09:00:00,0.149,26.4,,0.14,26.7,,0.349,24.6,2.497,21.6,1.91,96.83,0.67,0.0,0.0,100,8273,96.76,21.1
2021/07/06 10:00:00,0.149,26.0,,0.14,26.4,,0.349,24.6,2.498,21.1,1.893,96.82,0.61,0.0,0.0,100,8264,96.75,20.6
2021/07/06 11:00:00,0.149,25.6,,0.14,26.2,,0.349,24.6,2.503,20.6,1.867,96.81,0.55,0.0,0.0,100,8262,96.75,20.2
2021/07/06 12:00:00,0.149,25.2,,0.14,26.0,,0.348,24.6,2.499,19.0,1.862,96.85,0.33,0.0,0.0,100,8257,96.79,18.6
2021/07/06 13:00:00,0.149,24.9,,0.14,25.7,,0.348,24.6,2.487,21.3,1.927,96.87,0.6,0.0,0.0,100,8254,96.81,20.7
2021/07/06 14:00:00,0.149,24.6,,0.14,25.5,,0.348,24.5,2.488,24.1,2.055,96.9,0.95,0.0,0.0,100,8254,96.82,25.0
2021/07/06 15:00:00,0.149,24.6,,0.14,25.3,,0.348,24.5,2.489,26.6,2.072,96.91,1.41,0.0,0.0,100,8252,96.84,28.7
2021/07/06 16:00:00,0.148,25.0,,0.14,25.2,,0.348,24.5,2.49,28.0,1.974,96.89,1.8,0.0,0.0,100,8263,96.82,30.4
2021/07/06 17:00:00,0.148,25.7,,0.14,25.1,,0.348,24.4,2.488,29.1,1.957,96.88,2.08,0.0,0.0,100,8301,96.8,31.5
2021/07/06 18:00:00,0.148,26.7,,0.139,25.2,,0.348,24.4,2.484,30.2,1.88,96.84,2.42,0.0,0.0,100,8349,96.76,32.4
2021/07/06 19:00:00,0.147,27.9,,0.139,25.4,,0.347,24.4,2.476,30.9,1.882,96.77,2.59,0.0,0.0,100,8393,96.7,33.0
2021/07/06 20:00:00,0.147,29.2,,0.139,25.8,,0.347,24.3,2.486,31.2,1.838,96.71,2.72,0.0,0.0,100,8425,96.64,33.7
2021/07/06 21:00:00,0.146,30.3,,0.139,26.3,,0.346,24.3,2.483,31.7,1.739,96.72,2.95,0.0,0.0,100,8437,96.64,34.6
2021/07/06 22:00:00,0.146,31.1,,0.139,26.8,,0.346,24.3,2.487,32.0,1.651,96.7,3.1,0.0,0.0,100,8431,96.63,35.0
2021/07/06 23:00:00,0.145,31.7,,0.139,27.4,,0.345,24.3,2.495,31.9,1.64,96.65,3.08,0.0,0.0,100,8418,96.59,34.8
2021/07/07 00:00:00,0.145,31.7,,0.139,27.8,,0.345,24.3,2.492,31.5,1.685,96.6,2.93,0.0,0.0,100,8396,96.53,34.0
2021/07/07 01:00:00,0.144,31.4,,0.138,28.1,,0.344,24.4,2.493,29.5,1.716,96.57,2.4,0.0,0.0,100,8365,96.5,31.5
2021/07/07 02:00:00,0.144,30.8,,0.138,28.3,,0.344,24.4,2.5,26.8,1.776,96.51,1.75,0.0,0.0,100,8339,96.45,27.4
2021/07/07 03:00:00,0.144,30.0,,0.138,28.3,,0.344,24.5,2.505,25.4,1.833,96.52,1.42,0.0,0.0,100,8323,96.46,25.4
2021/07/07 04:00:00,0.144,29.3,,0.138,28.2,,0.344,24.6,2.505,24.5,1.904,96.63,1.17,0.0,0.0,100,8311,96.58,24.3
2021/07/07 05:00:00,0.144,28.7,,0.138,28.0,,0.344,24.6,2.51,24.4,1.924,96.66,1.13,0.0,0.0,100,8299,96.61,24.0
2021/07/07 06:00:00,0.144,28.1,,0.138,27.7,,0.344,24.7,2.521,24.4,1.943,96.67,1.1,0.0,0.0,100,8283,96.61,24.1
2021/07/07 07:00:00,0.144,27.7,,0.138,27.5,,0.344,24.8,2.52,23.7,1.961,96.65,0.97,0.0,0.0,100,8275,96.58,23.5
2021/07/07 08:00:00,0.144,27.2,,0.138,27.3,,0.344,24.8,2.52,23.6,1.959,96.57,0.96,0.0,0.0,100,8270,96.51,23.2
2021/07/07 09:00:00,0.144,26.9,,0.138,27.0,,0.344,24.8,2.526,23.4,1.948,96.52,0.92,0.0,0.0,100,8263,96.46,23.1
2021/07/07 10:00:00,0.143,26.5,,0.138,26.8,,0.344,24.8,2.52,22.8,1.954,96.54,0.82,0.0,0.0,100,8258,96.47,22.7
2021/07/07 11:00:00,0.143,26.2,,0.138,26.6,,0.344,24.9,2.519,22.3,2.008,96.54,0.69,0.0,0.0,100,8251,96.47,22.2
